n_iteration,m_valid,m_test,best_epoch,best_valid_loss,best_valid_acc,test_loss,test_acc
124,6,9,322,0.7862142174741593,0.875,0.31468903643349105,0.92
125,7,9,174,0.8566695662304377,0.795,0.3958363228519181,0.9025
126,8,9,989,0.8856534923789389,0.89,0.6497272218051755,0.8875
127,10,9,420,0.7115011862396676,0.8825,0.5585921415171874,0.9025
128,11,9,998,1.8663432523215815,0.8125,1.036806104860145,0.8825
129,12,9,444,0.25812215793735976,0.935,0.4529030459568795,0.9075
130,13,9,451,0.5969309967139912,0.885,0.4808712302773064,0.9125
131,0,10,999,1.6547781129483186,0.765,1.0803240157518328,0.825
132,1,10,727,0.1358407951509963,0.9725,1.0746219868474878,0.82
133,2,10,559,0.599048262783896,0.91,0.7991760082840119,0.85
134,3,10,867,0.29262566991370154,0.95,0.9222025926611308,0.84
135,4,10,869,1.320336205333726,0.8125,1.1292066501348903,0.85
136,5,10,699,0.4750138921114039,0.91,1.282505670029484,0.8075
137,6,10,167,0.6005328583332843,0.87,0.7817797076645052,0.8125
138,7,10,768,1.0358261676930565,0.835,0.8201624219083594,0.86
139,8,10,853,0.6210840625420622,0.905,0.6700719431047054,0.87
140,9,10,913,0.4667176644897599,0.935,1.010983264671942,0.85
141,11,10,506,1.0255669665463567,0.8625,0.8045251783220132,0.87
142,12,10,788,0.3522393433288544,0.945,1.2597149971993815,0.8325
143,13,10,770,0.602498279417942,0.9175,0.8991594950297497,0.86
144,0,11,484,1.4779103334430392,0.775,1.1589483598823245,0.82
145,1,11,818,0.14542767317704547,0.97,1.5496543266486345,0.8175
146,2,11,847,0.9162196633095225,0.9,1.7991789935850502,0.81
147,3,11,701,0.4784986599632375,0.9175,1.63637947675237,0.78
148,4,11,895,1.3718051473288235,0.835,1.731082234203082,0.81
149,5,11,804,0.5791715625313856,0.9125,1.3162595133470367,0.795
150,6,11,753,0.9228261761127867,0.8675,1.5751081077659717,0.83
151,7,11,898,1.5880423248652369,0.775,1.7219633453716132,0.8075
152,8,11,888,0.7844844466435026,0.905,1.5105505881413648,0.8075
153,9,11,856,0.796175119779603,0.9075,1.8232704800934834,0.795
154,10,11,977,0.9593303859231892,0.8625,1.5018583715627032,0.845
155,12,11,452,0.19622673659577494,0.9525,1.3791318792835958,0.8
156,13,11,858,0.8528414089702372,0.885,1.5084545329576968,0.81
157,0,12,170,1.4068134248924824,0.7325,0.26847769913948705,0.92
158,1,12,661,0.15331256389683567,0.9675,0.3185518174678534,0.9175
159,2,12,957,0.9692803534377763,0.905,0.46809138257211363,0.9075
160,3,12,665,0.3180986422441648,0.945,0.41134709708654543,0.9075
161,4,12,472,0.9880869873079223,0.855,0.3291651343343191,0.9375
162,5,12,771,0.49121130888317066,0.915,0.4293327118626825,0.9275
163,6,12,995,0.8889549759355886,0.895,0.3242685327507138,0.935
164,7,12,533,1.62659257572095,0.77,0.4076720530781267,0.91
165,8,12,969,0.9093220176638954,0.8975,0.45777509616263845,0.905
166,9,12,955,0.4936972273070961,0.915,0.3342121756231617,0.93
167,10,12,773,0.9297159963032129,0.8575,0.2880107573350634,0.94
168,11,12,849,1.5366869498058313,0.815,0.285129057751743,0.9325
169,13,12,464,0.6765025656816428,0.88,0.2767176425048424,0.92
170,0,13,218,1.4575775218044165,0.7275,0.4641746783710484,0.8825
171,1,13,322,0.14136118571317352,0.9725,0.6767915351510546,0.87
172,2,13,966,0.7932819767006118,0.915,0.7637345584614927,0.8875
173,3,13,928,0.4245254620349127,0.945,0.8359361903062398,0.8725
174,4,13,888,1.2191923906744924,0.8475,0.8287430988995699,0.88
175,5,13,857,0.5946981465061326,0.9,0.8623192563690264,0.87
176,6,13,723,0.7629419961332465,0.88,0.8069691049229969,0.88
177,7,13,876,1.0257684324582312,0.8425,0.9093473370661809,0.8775
178,8,13,530,0.7414528136260441,0.9075,0.7205759221723724,0.8875
179,9,13,604,0.3271423969274505,0.9275,0.7632294747809488,0.8675
180,10,13,727,0.6820328767268966,0.8925,0.5937450580127548,0.8875
181,11,13,926,1.3281954754729597,0.83,0.9326737894748607,0.835
182,12,13,952,0.619804682319932,0.91,1.1824885635872757,0.8375
