n_iteration,m_valid,m_test,best_epoch,best_valid_loss,best_valid_acc,test_loss,test_acc
1,1,0,316,0.2525063900672094,0.935,2.414257000395632,0.6375
2,2,0,459,0.8150878232081928,0.8675,2.0115286606426874,0.69
3,3,0,412,0.367743199469611,0.925,2.26587640157892,0.67
4,4,0,390,1.4575760036374659,0.8025,2.555503207845069,0.65
5,5,0,464,1.125762866588413,0.85,2.1308225869385575,0.715
6,6,0,273,0.7678603965098579,0.8225,1.9594887416374769,0.6875
7,7,0,295,1.844055296013622,0.6325,2.045492672693109,0.6875
8,8,0,217,0.7507679769290483,0.865,1.8372031430869364,0.65
9,9,0,496,0.36358424295170044,0.9225,1.9084004517401947,0.6825
10,0,1,229,1.733452276447475,0.7,0.33524530733334795,0.915
11,2,1,276,0.5449981779264913,0.8875,0.1967349238506306,0.94
12,3,1,424,0.303615199494698,0.9225,0.28210935189201636,0.9275
13,4,1,198,1.2854771880078928,0.775,0.3904103694250374,0.9
14,5,1,395,0.7974436946621821,0.8475,0.3228307608696453,0.9325
15,6,1,250,0.6698629022471801,0.8425,0.31624069578921427,0.9225
16,7,1,487,2.3035492664446573,0.645,0.29353428726561265,0.9325
17,8,1,480,0.8282010027820003,0.87,0.43235360423929947,0.91
18,9,1,233,0.33399748249659444,0.9,0.301095039033323,0.9
19,0,2,291,2.2027011127894287,0.69,1.0518127037704907,0.81
20,1,2,176,0.16068189786302856,0.9525,0.5806060881566488,0.85
21,3,2,257,0.37259704487625667,0.91,0.7494791284226376,0.8175
22,4,2,474,1.5395323487066492,0.8075,0.9923629620146208,0.82
23,5,2,245,0.6012616287935596,0.8575,0.7739861343140337,0.8475
24,6,2,361,0.66343275556408,0.8525,0.7787036937617637,0.8475
25,7,2,492,2.6674873961458134,0.5925,0.599728176621435,0.88
26,8,2,485,0.7858460531517957,0.87,0.7454133039375027,0.84
27,9,2,368,0.5114299058551669,0.8825,0.9667122151672927,0.8175
28,0,3,471,1.520811304828435,0.7375,0.4145660356749318,0.9
29,1,3,151,0.27697042207077616,0.9325,0.5724985718541142,0.8475
30,2,3,498,0.7285957404591706,0.8875,0.6328618704728267,0.89
31,4,3,436,2.10474004036202,0.765,0.6258955355262557,0.8775
32,5,3,344,0.7701515034087725,0.8575,0.751140744605895,0.865
33,6,3,455,1.0357533504242498,0.835,0.4748959472508327,0.915
34,7,3,415,1.9639810548149825,0.6525,0.636375033049992,0.88
35,8,3,304,0.7641910431822532,0.8475,0.5029084268423241,0.915
36,9,3,388,0.43244927168410174,0.905,0.6068663055406462,0.865
37,0,4,458,1.981159436461566,0.73,1.8090680438126354,0.7775
38,1,4,286,0.20179166858877573,0.95,1.5298781393051397,0.7725
39,2,4,418,0.752144000141491,0.885,1.5128077860686735,0.76
40,3,4,418,0.4169176405491535,0.9025,1.9863731079306928,0.725
41,5,4,196,0.6578820669534065,0.8525,1.56366808685554,0.72
42,6,4,293,0.6624729369460658,0.8575,1.2878092911601928,0.785
43,7,4,299,1.7196066068502414,0.665,1.618720091535686,0.735
44,8,4,73,0.3526589705571851,0.87,1.247682085674347,0.685
45,9,4,485,0.45395758806538117,0.9225,1.2188691630651203,0.8025
46,0,5,207,1.6017627993917334,0.7,0.708585973939321,0.8225
47,1,5,370,0.21885565944376278,0.9575,0.6013311208959098,0.855
48,2,5,294,0.4332247452559663,0.9,0.7744203302509478,0.815
49,3,5,146,0.31049026096229315,0.8975,0.6946480354028907,0.7975
50,4,5,202,1.1042455792082377,0.7875,1.0313563158590258,0.7525
51,6,5,433,1.078069982041751,0.835,1.0778709079830127,0.8125
52,7,5,244,1.9143417039078565,0.64,0.9936836278544451,0.7925
53,8,5,326,0.9842280255849052,0.845,0.875075974271445,0.8275
54,9,5,271,0.29135947806360296,0.9175,0.9264383504470179,0.82
55,0,6,494,1.9269683229819972,0.7125,1.0788174812147955,0.815
56,1,6,267,0.2113119201478465,0.94,1.1331382953578868,0.7675
57,2,6,243,0.5894867739773627,0.88,0.9097859971002097,0.8025
58,3,6,479,0.2625235829145504,0.9325,1.2393329567761309,0.785
59,4,6,410,1.9538617340140483,0.7775,0.7426343638759446,0.83
60,5,6,483,0.6885739374556797,0.865,0.9336642114741319,0.7925
61,7,6,321,2.754771048051486,0.5825,1.377682338215891,0.77
62,8,6,446,0.6826741326640015,0.8925,1.068075157515042,0.815
63,9,6,422,0.4135110531117928,0.9025,1.0357504697577298,0.8075
64,0,7,343,1.7450819628785599,0.715,2.8181572450095413,0.5475
65,1,7,222,0.19015761858668517,0.945,1.9032031707318717,0.575
66,2,7,251,0.5167728112828172,0.8875,1.680162337791864,0.6075
67,3,7,411,0.2898231954417273,0.9275,2.3207051502499283,0.6275
68,4,7,467,1.8818674259275388,0.7825,2.3528369284405937,0.5825
69,5,7,368,0.7087872106813481,0.86,1.9290224248137928,0.635
70,6,7,278,0.9268232530494848,0.8225,2.073385778921498,0.59
71,8,7,389,0.9686509440409634,0.8575,2.217442267481264,0.61
72,9,7,466,0.3491061308733653,0.905,2.2769912075662244,0.59
73,0,8,448,1.764746427613769,0.7325,1.1065972105738973,0.8375
74,1,8,213,0.19849123661363355,0.9575,0.7934230077640829,0.8275
75,2,8,230,0.4871660775928775,0.895,0.626207761822499,0.845
76,3,8,350,0.2983370915639402,0.9175,0.6586547839771391,0.82
77,4,8,291,1.379744805922556,0.7775,0.8063835661389525,0.84
78,5,8,331,1.02010758318379,0.8575,0.8155093520221011,0.82
79,6,8,361,0.7057709344219889,0.8425,0.6835243668470203,0.8625
80,7,8,307,2.263789045156087,0.615,1.1881661193936643,0.8
81,9,8,491,0.4785617180186746,0.885,0.8570612083540339,0.82
82,0,9,398,1.8454016171457628,0.72,0.7206470106183012,0.8375
83,1,9,380,0.16257223798266493,0.9475,0.6104186487699752,0.87
84,2,9,239,0.5265119602259355,0.8825,0.5696237971424967,0.845
85,3,9,444,0.527329934783295,0.9225,0.6173532063736468,0.8575
86,4,9,426,1.869660932890587,0.79,0.548644608317779,0.8675
87,5,9,451,0.9337757999641727,0.86,0.47254597425980205,0.89
88,6,9,355,0.81850139806616,0.8475,0.6730106126020118,0.8675
89,7,9,442,2.3572153694149964,0.6425,0.49637239898371466,0.89
90,8,9,419,0.9251891647800952,0.855,0.5929667232703377,0.8625
